enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
3261,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,NGO,1,31
19447,city_30,0.698,,No relevent experience,no_enrollment,Graduate,STEM,8,,,>4,76
22228,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,3,,Public Sector,1,102
22092,city_104,0.924,Female,Has relevent experience,no_enrollment,High School,,14,,,>4,142
13970,city_73,0.754,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,NGO,>4,109
5896,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10/49,Pvt Ltd,1,11
17101,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,23
7502,city_61,0.913,Male,No relevent experience,Full time course,High School,,2,,,never,22
15197,city_100,0.887,,No relevent experience,Full time course,High School,,5,,,never,184
31074,city_155,0.556,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,46
459,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,12
6348,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,2,298
11050,city_138,0.836,Male,Has relevent experience,Full time course,Graduate,Humanities,<1,100-500,Pvt Ltd,1,56
8186,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Other,2,163
73,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,53
12144,city_173,0.878,,Has relevent experience,no_enrollment,Masters,Arts,7,,,never,65
11446,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,2,25
22172,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,12
4101,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,41
30157,city_162,0.767,,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,2,79
16021,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,121
11769,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,1,27
26189,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,50
32252,city_67,0.855,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,1,4
10675,city_101,0.558,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,15
22388,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,,48
18619,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,92
1398,city_103,0.92,Male,Has relevent experience,no_enrollment,,,8,,,1,12
9660,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,8
30307,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,31
16120,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,4,50-99,Funded Startup,1,96
28382,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,218
29447,city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,46
26412,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,76
9193,city_21,0.624,,Has relevent experience,,Graduate,STEM,<1,500-999,Pvt Ltd,1,32
13632,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,37
5184,city_74,0.579,Male,No relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,16
1065,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,NGO,1,34
9988,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,30
15966,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,NGO,2,20
26777,city_102,0.804,Male,No relevent experience,Full time course,,,8,500-999,Pvt Ltd,>4,76
1881,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,3,44
9612,city_16,0.91,,No relevent experience,no_enrollment,High School,,2,,,never,5
19228,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,4,25
27766,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,,,4,10
21576,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,No Major,4,50-99,Pvt Ltd,4,11
26023,city_16,0.91,,Has relevent experience,no_enrollment,High School,,10,<10,Funded Startup,1,94
32890,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,53
21123,city_162,0.767,,No relevent experience,Full time course,High School,,4,,,never,32
18093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,58
27774,city_67,0.855,Female,No relevent experience,Full time course,High School,,3,,,never,63
7952,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1,15
27243,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,97
21051,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,9,,,never,224
30241,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,18
29898,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,1,74
24227,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,,3,45
12149,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,,Pvt Ltd,3,48
25968,city_155,0.556,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,57
31213,city_73,0.754,Male,Has relevent experience,Full time course,High School,,4,,,1,52
6285,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,5,50-99,,1,133
30060,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Early Stage Startup,never,126
28689,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,39
33246,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,,,1,30
33239,city_21,0.624,,No relevent experience,Full time course,,,7,,Pvt Ltd,never,48
30984,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,34
33041,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,2,28
13778,city_100,0.887,,Has relevent experience,Full time course,High School,,7,,,never,117
29685,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,22
13165,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,>4,22
8952,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,23
19775,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,76
14093,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,15
26572,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,67
5399,city_176,0.764,,Has relevent experience,no_enrollment,Masters,STEM,19,,,>4,4
3985,city_16,0.91,,No relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,1,13
28840,city_162,0.767,Male,No relevent experience,Full time course,High School,,5,,,never,9
23104,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Public Sector,4,5
1008,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Public Sector,1,7
26910,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,24
1561,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,79
3209,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,62
16617,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,20
10960,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,,,1,35
24542,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,4,,,1,16
13494,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,33
32135,city_136,0.897,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,298
2032,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,117
18392,city_101,0.558,Male,No relevent experience,Part time course,Graduate,Other,<1,,,2,304
204,city_160,0.92,Male,Has relevent experience,Full time course,High School,,3,10000+,Pvt Ltd,1,23
24007,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,76
31621,city_83,0.923,Male,No relevent experience,no_enrollment,High School,,4,,,never,41
29958,city_165,0.903,Male,Has relevent experience,,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,86
1590,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25
28790,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,10000+,Pvt Ltd,1,158
500,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,33
10929,city_114,0.926,,No relevent experience,no_enrollment,High School,,9,50-99,Pvt Ltd,1,37
2758,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,never,60
5863,city_11,0.55,,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Early Stage Startup,4,9
29227,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,No Major,6,,,1,26
4409,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,11
7561,city_75,0.939,,No relevent experience,no_enrollment,Primary School,,3,,,never,70
30616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Funded Startup,1,127
30823,city_50,0.896,Female,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,23
25640,city_104,0.924,Female,No relevent experience,Full time course,Graduate,STEM,6,,,4,11
20257,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,39
11943,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,18
21680,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,57
7857,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,23
4483,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,68
13490,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,10/49,Funded Startup,1,12
9947,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,42
28087,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Early Stage Startup,1,63
10768,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,1,44
12708,city_74,0.579,Male,Has relevent experience,no_enrollment,,,5,,,1,4
25759,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,40
12427,city_21,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,never,23
6275,city_73,0.754,,No relevent experience,Part time course,Graduate,STEM,6,,,2,200
16403,city_21,0.624,,Has relevent experience,Part time course,Masters,STEM,2,10/49,Pvt Ltd,1,24
28768,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,29
19622,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,>4,2
13367,city_105,0.794,Male,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,>4,33
22598,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,6
14927,city_128,0.527,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,88
31480,city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,No Major,14,50-99,Pvt Ltd,3,56
930,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,19
21413,city_136,0.897,Male,Has relevent experience,no_enrollment,,,10,50-99,,1,17
25887,city_76,0.698,Male,No relevent experience,no_enrollment,High School,,6,500-999,NGO,never,254
17514,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,>4,6
6907,city_21,0.624,,No relevent experience,,Graduate,STEM,<1,,,never,55
13584,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,57
27845,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,66
22544,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,13
12012,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,110
16436,city_67,0.855,Other,Has relevent experience,no_enrollment,High School,,11,50-99,Funded Startup,4,78
5378,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,1,126
3187,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,16
6761,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,168
32171,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,Pvt Ltd,2,47
24665,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,24
28983,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,67
5036,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,1,138
31671,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,30
7434,city_75,0.939,Female,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Pvt Ltd,1,44
8535,city_101,0.558,,No relevent experience,no_enrollment,High School,,6,,,never,31
28777,city_114,0.926,,No relevent experience,Part time course,High School,,3,50-99,Early Stage Startup,2,134
8950,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,163
16813,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,37
32575,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Early Stage Startup,1,45
4193,city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,10,10/49,Pvt Ltd,2,218
5198,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,2,52
13229,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,72
2786,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,28
12985,city_67,0.855,Other,No relevent experience,no_enrollment,Primary School,,1,,,never,17
26785,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,never,28
7930,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,never,6
30292,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,8
15034,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,44
14047,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,12,,,2,48
5903,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,67
27947,city_173,0.878,Male,No relevent experience,no_enrollment,High School,,10,,,1,17
3105,city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,47
26323,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,>4,130
29517,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,never,30
27358,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,,never,85
21374,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,,124
8476,city_101,0.558,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,33
24323,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,61
19519,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,56
12179,city_44,0.725,,Has relevent experience,no_enrollment,Graduate,STEM,7,,,never,80
28429,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,35
16186,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,50
22667,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64
30919,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,65
3682,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,Pvt Ltd,>4,85
16056,city_55,0.739,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,119
19565,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,8,100-500,Early Stage Startup,3,84
24338,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,74
7180,city_21,0.624,,No relevent experience,no_enrollment,Primary School,,1,,,never,46
13652,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,6
23612,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,1,53
23248,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,90
1580,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,4
14613,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,2,56
17552,city_105,0.794,,Has relevent experience,Full time course,,,<1,,,,18
24148,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,100-500,Pvt Ltd,1,52
27162,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,65
28926,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,5,10000+,Pvt Ltd,>4,12
18048,city_27,0.848,Male,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,2,67
11525,city_11,0.55,,No relevent experience,Part time course,Graduate,STEM,<1,,,never,20
8604,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,43
8757,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,26
23889,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,72
9080,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,65
19484,city_136,0.897,Male,Has relevent experience,no_enrollment,High School,,2,10/49,Pvt Ltd,2,30
5627,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,10
832,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22
6240,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,18,100-500,Pvt Ltd,>4,61
44,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,145
13527,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Arts,2,,,1,48
27660,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,30
25643,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,96
26913,city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,,1,108
6284,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,28
15969,city_105,0.794,Male,Has relevent experience,Full time course,High School,,5,<10,Pvt Ltd,1,91
32081,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,1,20
17972,city_40,0.776,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,2,54
5169,city_21,0.624,,Has relevent experience,Full time course,High School,,5,,,1,16
30203,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,22
30978,city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,<10,Funded Startup,1,150
23298,city_103,0.92,,No relevent experience,no_enrollment,High School,,6,,,never,35
7479,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,32
16452,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,87
9901,city_166,0.649,Male,Has relevent experience,Part time course,Graduate,STEM,1,10/49,Early Stage Startup,never,19
11411,city_75,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,2,44
7790,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,9
10733,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,3
8438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,7,5000-9999,Pvt Ltd,1,41
3748,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,7,<10,Pvt Ltd,1,116
1947,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,No Major,16,,,1,49
7480,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,1,64
10399,city_103,0.92,Male,No relevent experience,no_enrollment,,,5,,,never,67
23315,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,1,500-999,Public Sector,never,95
28880,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,10000+,Pvt Ltd,1,42
21571,city_90,0.698,,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,70
16025,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,87
17257,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,<10,,,43
26204,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Public Sector,>4,9
26699,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,<10,Early Stage Startup,1,107
5993,city_150,0.698,Male,Has relevent experience,no_enrollment,High School,,16,100-500,Public Sector,>4,74
11656,city_21,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,56
24939,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,56
3040,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17
18674,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,47
16350,city_90,0.698,,No relevent experience,no_enrollment,High School,,1,,,never,6
17739,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,22
24758,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,52
20491,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,16
28749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,82
16837,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,,1,162
2881,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,90
2514,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,3,39
31605,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,31
3608,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,40
8850,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,51
11790,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,110
336,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,96
7338,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,NGO,>4,82
28107,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,155
30734,city_145,0.555,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,,,never,26
9524,city_12,0.64,,Has relevent experience,Part time course,High School,,6,100-500,,1,10
26392,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,1,24
31766,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,1,34
29670,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,3,28
27254,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,3,40
30225,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,167
1835,city_75,0.939,Male,Has relevent experience,Full time course,High School,,19,50-99,Public Sector,2,26
31695,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81
30704,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Other,>4,30
17000,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,101
14378,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,,1,22
20289,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7
11194,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,314
390,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,28
11863,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30
22002,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,110
18687,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,13,1000-4999,NGO,>4,182
9088,city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,144
23977,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,17,,,3,13
32738,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,Pvt Ltd,never,114
22299,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,70
